No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,CRC32,MD5,SHA1,SHA256
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-07-16)",SEGA GENESIS,(C)SEGA 1994.JUL,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,0 (0x0000),U,C84AAD8E,69794eb109b27880a2703a87959bed06,758f5e7072d8bc4bd6325fb7629ebb9f11d1ce10,f38e19bd21f65abd6dcc70c2528af50d1f8491bb83f4af7f0d170a00096d6e44
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-07-20)",SEGA GENESIS,(C)SEGA 1994.JUL,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,0 (0x0000),U,ABEE4C5E,12e4ca9d0efb660382e555562316b7f8,ebc3d134494ce02932b44bbda3720176089d7604,03295ce36042ee21a3b32e8cd4c8d1e47322f338f0236ed4beab7422adb1d5f7
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-08-01)",SEGA GENESIS,(C)SEGA 1994.AUG,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,33928 (0x8488),U,B7CD465C,f2e8e3d932bebddfe3ef15b350cdda54,d60e4e0542d1c0a4bdbb7a433373051718549055,ad39785090cbf0dd89630088db813320232f5b056db8e0ee81b304e26fd0519f
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-08-02)",SEGA GENESIS,(C)SEGA 1994.AUG,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,35454 (0x8A7E),U,383AD564,decb40cea8dc02b111627398d8808553,faf4801049124ab2f63d514f04adc757a66382b5,18e55b72078e08578706546a1d002459235d2f2369c855371ec248da8d753a39
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-08-03)",SEGA GENESIS,(C)SEGA 1994.AUG,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,4142 (0x102E),U,18F268A6,137106af307d8a3e9e4c8d75624dccf6,5f496994fa770db96afac4579d7314d56a8f15d5,a4d3d1f2364807a489dfe197be9b2ccd79a37429a01725b749bd54d073873532
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-08-05)",SEGA GENESIS,(C)SEGA 1994.AUG,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,0 (0x0000),U,24159B6F,d32875091fa48c81a484533424a32c16,1b4e21aeffba372820c25517d98c181731bbd007,32957d9ea1dcfd929f255cc6531d837534622b4ed37b16c6f4cd1032c049f032
"Berenstain Bears' Camping Adventure, The (USA) (Beta) (1994-08-08)",SEGA GENESIS,(C)SEGA 1994.AUG,BERENSTAIN BEARS' CAMPING ADVENTURE,BERENSTAIN BEARS' CAMPING ADVENTURE,GM,MK-1548,0,44742 (0xAEC6),U,58B6B0FC,e99984963bd33e58b05aaeedfa6cfebd,ba0e3fc9d04e37a81b37d4e9ff21097bfc4fc0f1,1594f647fb773b3f4bf767c9b404f6ce72f72d0cc2d1ee8b61bf314686ffd620
Best of the Best - Championship Karate (Europe) (Proto),SEGA MEGA DRIVE,(C)T-49 1992.NOV,BEST OF THE BEST CHAMPIONSHIP KARATE,BEST OF THE BEST CHAMPIONSHIP KARATE,GM,T-49143,0,0 (0x0000),E,F842240B,cf51fc9636aeef801b918f2d98831219,c7ffaa2af35d0365340075555b6a5c3f252d33b3,6cc08d354da10a6ba583513d952b8c109aadd8b2fddaecf078bb9e702b6a6755
Best of the Best - Championship Karate (USA),SEGA GENESIS,(C)T-1071993.DEC,BEST OF THE BEST CHAMPIONSHIP KARATE,BEST OF THE BEST CHAMPIONSHIP KARATE,(unknown),GMT-107016-00A,(unknown),3986 (0x0F92),U,C3D6A5D4,6f94c4d0e8591f11f03fd8710124fbab,1fafc2d289215d0f835fa6c74a8bf68f8d36bcc8,3e632dc6acff1e037d8492f0278885d10e02c013037c5b8cfba227419fd1f32a
Beyond Oasis (USA),SEGA GENESIS,(C)SEGA 1994.NOV,Beyond Oasis,Beyond Oasis,GM,MK-1354,0,39149 (0x98ED),4,C4728225,5a79de198ed6b1ece2518574fe78d962,2944910c07c02eace98c17d78d07bef7859d386a,eb19bda4982366a2fd43d65ab8a7f9709d83a8cc902c14a682c088c16359c263
Beyond Oasis (USA) (Beta) (1994-11-01),SEGA GENESIS,(C)SEGA 1994.NOV,THE STORY OF THOR,THE STORY OF THOR,GM,MK-1354,0,50644 (0xC5D4),4,FA59F847,568c6351fbf0a0a98800fc10f6f09163,cb0606faeab0398244d4721d71cf7e1c5724a9ef,5111d21c8344cce00765b32b971849f62950d31869307cc479f5ee7febf87a80
Beyond Zero Tolerance (USA) (Proto) (1995-06-23),SEGA GENESIS,(C)T-1191994.AUG,ZERO TOLERANCE,ZERO TOLERANCE,GM,T-119146-00,(unknown),37294 (0x91AE),JUE,C61ED2ED,6e89c8eb5aae7e1adee3d1e8c3e4b0e3,663a1a6c7e25ba05232e22f102de36c1af2f48f8,1e7edd0cd1273e15eeb7054cd95c3413f1ff4b5db2472343c390d433328eb762
Bible Adventures (USA) (Unl),SEGA IS A REGIST,ERED TRADEMARK O,F SEGA ENTERPRISES LTD.ôôÔQ²à,j%tàb}@^s 0hº0~^`àç ààc,g,g ﾚ\ﾇ,(unknown),23799 (0x5CF7),ｰ烙,64446B77,8b7c5791d5b9c17c8ff1d33c2fa95490,0163b6cd6397ab4c1016f9fcf4f2e6d2bca8454f,9630a1866055c6e7482ae0db1768080643f158de632202bf36ee8849d90a60c0
Bil Bolha (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVW 2004.MAI,Fica 1,Fica 1,GM,00000000-00,(unknown),26831 (0x68CF),UEJ,85B15A30,24c4a184af35a1dae6a0452378070115,80aaf91d466cf8665278fbc9629eb3790565f8bc,e86bac091a84bd74c9e0bbaada5668f4d5091900a20490cec54d56f28cda5650
"Bill Walsh College Football (USA, Europe)",SEGA GENESIS,(C)T-50 1993.JUN,Bill Walsh College Football,Bill Walsh College Football,GM,T-50606,0,34066 (0x8512),UEJ,3ED83362,1d51bbd116b76c6fdd6b7dd4c80e4957,2bbb454900ac99172a2d72d1e6f96a96b8d6840b,b90e9d7ecd74980c422ed72575a36d4d378302136faafbc365474e5d037b30fa
Bill Walsh College Football 95 (USA),SEGA GENESIS,(C)T-50 1994.JUN,Bill Walsh College Football '95,Bill Walsh College Football '95,GM,T-50826,0,42497 (0xA601),U,A582F45A,585030d462ab6de4c79dc434141d16e2,2ae000f45474b3cdedd08eeca7f5e195959ba689,81a62d8ac659b1be6572220da7722ff73a55802407742d8e6fef3bcc873b9c20
Bill's Tomato Game (USA) (Proto),SEGA GENESIS,(C)PSYGNOSIS '94,BILL'S TOMATO GAME,BILL'S TOMATO GAME,GM,T-113096-50,(unknown),37902 (0x940E),U,0E1F263F,8e1f13ad0742e7b4309ac785f951fb93,bd7abe4b2019f9aac53e8e124433f9f753390f8c,570c61a8fd5350aaad1d5d2da5e7879d4f5903e63d7f21d4892c1eaf0a5d46f0
Bimini Run (USA),SEGA GENESIS,(C)MISM 1990 APR,Ocean Racer,Bimini Run,GM,T-55016,2,52702 (0xCDDE),JU,D4DC5188,74a18ab419737e7b32961377a5acbc92,62a6a1780f4846dcfefeae11de35a18ec039f424,f8120d6e6fd3d68dcda576002ae4ba96d6684a378ff2a3867940c5e091cbe9da
Bio Evil (World) (Demo 1) (Aftermarket) (Unl),SEGA MEGA DRIVE,PSCD.RU     2017,PSCD.RU GAME DEMO,PSCD.RU GAME DEMO,GM,00000000-00,(unknown),0 (0x0000),JUE,9778768,6e5466f31cd0b0f2c12d097d2ad74023,c5e25d9bcdfc72c9fdb0121fb6a534b4114faede,653b302e54c44466fb4316a0a91d566f82940cb41c266f895aa4f0053d50df97
Bio Evil (World) (Demo 2) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)FLEMTEAM 2013,SAMPLE PROGRAM,SAMPLE PROGRAM,GM,00000000-00,(unknown),0 (0x0000),JUE,17C61F88,39bdebf732998b64a1a016352b6f0158,16c571074f178a6ecff3cc511014dcf2cebb8237,bc7dc9647fb174e423b3593e7895fa9b8ca7be886575b83a5c5ac96f263cc57a
Bio Evil (World) (Demo 3) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)FLEMTEAM 2013,SAMPLE PROGRAM,SAMPLE PROGRAM,GM,00000000-00,(unknown),0 (0x0000),JUE,F99DE8D7,044b85a9318f925648041a6eca4012d8,3a4626983a564632618432bd89538cf1964553b0,b771a3d14e99be8e3889aa6ccda83a6d065a2677289cb71b5303a30a503218a7
"Bio Hazard Battle (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.SEP,CRYING,BIO-HAZARD BATTLE,GM,MK-1060,0,11268 (0x2C04),UE,95B0EA2B,2d6764f7a96bb8b640a0d18102756ed2,dca9d505302ce9ff1f98c4da95505139c7d3cafc,fb4fc3ae7b131bf831fa410125def0662864f1ee0890bfc6371e4b01a4837a88
"Bio Hazard Battle (USA, Europe) (Beta 1)",SEGA MEGA DRIVE,(C)BUSY,SHOOTING,SHOOTING,GM,00000000-00,(unknown),0 (0x0000),JUE,4F19A73D,9ce8a021d2e258e7631eddfff3538694,66439a7a4b8cb3f195a5830b62ceb03c68392ac2,b305eec67e4ea9dfe4c93f1bae5c4b7e8405722927510b4c189bfc21fbc6d190
"Bio Hazard Battle (USA, Europe) (Beta 2) (1992-08-xx)",SEGA GENESIS,(C)SEGA 1992.AUG,CRYING,BIO-HAZARD BATTLE,GM,G-4087,0,59863 (0xE9D7),U,DD10DD1A,e5d861fb4ce7560978b0d1aa5fbfb967,1445b0babb52d252bf822d8d2eec0eda05b63229,6b20a54792b749bea5072fb908b53c78b6cfd3305453be452d0a4a4c1bade035
Bishoujo Senshi Sailor Moon (Japan),SEGA MEGA DRIVE,(C)T-16 1994.JUN,PS SAILORMOON,PS SAILORMOON,GM,T-16043,0,63027 (0xF633),J,5E246938,b5365025a46a2781c63e254345268bf1,7565b0b19fb830ded5e90399f552c14c2aacdeb8,c7fa9584c7b79db3c30f74cb064eec422ab8fdbf378cf4036025883449d3dbed
Black Jewel Reborn (World) (v0.2) (Demo) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)PSCD 2022,Black Jewel,Black Jewel,GM,00000000-00,(unknown),59759 (0xE96F),JUE,EE26EBD5,646f6ff52f0084db01687f41ce42f023,0f63b7001410ba96c906cac8736095b3bfafe94f,347b5e6257b6d419ae7e6c83805ae91b36318b1b02eb33f1f0b6ac0a63420344
Blackthorne (USA),SEGA 32X,(C)SEGA 1995.SEP,BLACKTHORNE 32X,(unknown),GM,MK-84519-00,(unknown),9725 (0x25FD),4,D1A60A47,c238b112113b0297b2b9f4f618d56598,4bf120cf056fe1417ca5b02fa0372ef33cb8ec11,ed5da3dfc740881a0467679b8be5505e14282b1a61eff3121f6b714e24ddd9a6
"Blades of Vengeance (USA, Europe)",SEGA GENESIS,(C)T-50 1993.NOV,Blades of Vengeance,Blades of Vengeance,GM,T-50686,0,16772 (0x4184),EJU,74C65A49,0ef8cf31e77cf8fab03bd7540a4751c0,11f342ec4be17dcf7a4a6a80649b6b5ff19940a5,65096787d4db309129ebaf2dade8af44cc89eeecb828efe29e4e683a7bf91d4f
Blaster Master 2 (USA),SEGA GENESIS,(C)T-15 1993.FEB,BLASTER MASTER 2,BLASTER MASTER 2,(unknown),T-15076-00,(unknown),8503 (0x2137),U,C11E4BA1,dd38021ff9cb67cfc24a1ad7447e4e3e,20c9b85f543ef8e66a97e6403cf486045f295d48,aee6ed1d7703a59861611d080886b359e3dcee9206cb6addcee39c246bc61772
Blaster Master 2 (USA) (Beta),SEGA GENESIS,(C)T-15 1993.FEB,BLASTER MASTEA 2,BLASTER MASTER 2,(unknown),T-15076-00,(unknown),17759 (0x455F),U,08F78C70,c20ce14fdebdbdc8eeaa075edf684376,973cd6b8c7d29c9d14ac45631b99fd4ae4ca5713,8f2822c51892a2aa6fccc6ad2e641ee5a38aa6f2c5ffcfeffb12350953b27a8f
Blockbuster World Video Game Championship II (USA),SEGA MEGA DRIVE,(C)T-XX 1993.APR,NBA JAM TOURNAMENT EDITION,NBA JAM TOURNAMENT EDITION,GM,T-81406,0,5810 (0x16B2),JUE,4385E366,cbdce2630a531ab2c78a38ba62baece6,1a06213a3a26c9105fc3013a141c22d212045a0b,8bdd2fa68e70f727f6c86f8266ec703457e09c2940cbd8f82c3760e2177b88fe
Blockout (World),SEGA GENESIS,(C)T-50 1991.JUN,BLOCKOUT,BLOCKOUT,GM,T-50106,1,55453 (0xD89D),U,5E2966F1,c324d9a3cbfa530996b6ad202686627b,f6620d3b712f3bd333d0bb355c08cf992af6e12d,10f0473b6affe3be0a5e7e8bbe79bfd8194fa74fe773922d12a70fb8dba17be8
"Bloodshot (Europe) (En,Fr,De,Es)",SEGA MEGA DRIVE,(C)T-88 1994.AUG,BLOODSHOT / BATTLE FRENZY (USA),BLOODSHOT / BATTLE FRENZY (USA),GM,T8812650,1,18874 (0x49BA),UE,F9F2BCEB,018dfe74603334a17296505ac3c6e599,513005efd123539a905986130d15125085837559,e47e35f9e4bb4e42998b814e81dd91d8a5b2941496a989cab3b7afd27ea2667b
Blue Almanac (Japan),SEGA MEGA DRIVE,(C)T-46 1991.MAY,ﾌﾞﾙｰ ｱﾙﾏﾅｯｸ,BLUE ALMANAC,GM,T-46013,0,47676 (0xBA3C),J,7222EBB3,9679ee2799bf61dd97aaba0799e802ab,0be0d4d3e192beb4106c0a95c1fb0aec952c3917,f9a79bdc4f5be9ad5d7c584980de665f68137f97647d3ca5a983874387438bbe
Body Count (Brazil) (En),SEGA GENESIS,(C)SEGA 1994.MAR,BODY COUNT,BODY COUNT,GM,MK-1533,0,46553 (0xB5D9),U,649607D1,6251cf2d9e84f5f2407fefb1e933b27a,d881a5281c619d3b80bc740a2783634818a8fc4c,9e99645c5dafdeaf617869b20db1dc903859ca07fbdbd766de8d4d25540fae0c
Body Count (Brazil) (En) (Beta) (1994-01-27),SEGA MEGA DRIVE,(C)SEGA 1993.NOV,BODY COUNT,BODY COUNT,GM,00000000-00,(unknown),44060 (0xAC1C),E,66CA4E71,3bc0937881c6084925cdf92595843d6b,8cbea2b2c0435fadc6031a2704d7a60c1a386615,eaeaecc78eb74514adcbd7a1b1a8e8ebbaefa7a9c2344c664394afa4a8dd9e50
Body Count (Brazil) (En) (Beta) (1994-02-08),SEGA GENESIS,(C)SEGA 1994.FEB,BODY COUNT,BODY COUNT,GM,MK-1533-00,(unknown),30116 (0x75A4),U,C5FED897,226654e9b049306b2167014660cbad7b,1c13134c32dc620dd663f33150c82d12cc69d442,095e2e8bcba65562a27a50c111837967d0647e10c5b7b7c0b8041d19e6df259e
Body Count (Brazil) (En) (Beta) (1994-03-03),SEGA GENESIS,(C)SEGA 1994.MAR,BODY COUNT,BODY COUNT,GM,MK-1533,0,29220 (0x7224),U,6ABC6E77,09ff6549ce8d3b950f1de2ab10eddccb,0c50d81ff0630fb79a600f65dfacb894dfe62f4d,76b08ffc88b410c18e4865cd80e7f5eee3b108fccef8309399608d74d0013d8a
Body Count (Brazil) (En) (Beta) (1994-03-08),SEGA GENESIS,(C)SEGA 1994.MAR,BODY COUNT,BODY COUNT,GM,MK-1533,0,5563 (0x15BB),U,8965213F,7a0af89e2903e2aeaf163f97b0af8e3e,dbd4fec001f61c6a8414b2035e884ebfbf48b899,6198659b4f09736894033b59c79ec508d55bd08a9aa3476c1855b9a4688b4197
"Body Count (Europe) (En,Fr,De,Es,It)",SEGA MEGA DRIVE,(C)SEGA 1994.MAR,BODY COUNT,BODY COUNT,GM,MK-1533,0,9468 (0x24FC),E,3575A030,5128015e3441f5bbc9f8a59d9cfbe76b,3098f3c7ea9e25bf86219d7ed0795bf363338714,7911ee1a7cd9c36d3d2d69e5eb9394aff0927c50d12b9dd1bc6a40ce823f2fa4
"Body Count (Europe) (En,Fr,De,Es,It) (Beta)",SEGA MEGA DRIVE,(C)SEGA 1993.NOV,BODY COUNT,BODY COUNT,GM,00000000-00,(unknown),3468 (0x0D8C),E,B4FFB6CE,e64db3d4c2ccc0b0b3a24b54bc425ec3,a01971cdce4d98e770d9c083a5accb8cb5260112,1d5fe7e2d5f72e30d2c45ea2bc85e90c5a642fbc1bc631503fb21aad6a53b406
"Bomb on Basic City - Special Edition + Papi Commando Tennis Demo (World) (En,Fr) (Aftermarket) (Unl)",SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),BasiEgaXorz: Bomb on Basic City SE,GM,MK-0000,0,0 (0x0000),JUE,076232FD,3c74617a4643304c7084afb9f167d646,e2ea204774bfcda55859e21b9ce1e420a9343ec1,e3793364acb4f2d825a789867569f3f2187c8c467533ff25b2e5f5f2a7fcb3a0
Bomb on Basic City (World) (En) (Demo) (Aftermarket) (Unl),SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),BasiEgaXorz: Bomb on Basic City - FREE VERSION,GM,MK-0000,0,0 (0x0000),JUE,29BD0D26,5b236987ed8dc71734f4abdfe824d5b7,dc75d37dbb2af790d181c03f2addd804d5ff8616,053aed57e1cafb883e9388c4f99dd7697b3d323a40a3fac33574f4a88e90736b
"Bomb on Basic City (World) (En,Fr) (Aftermarket) (Unl)",SEGA GENESIS,(C)SEGA 2003.DEC,(unknown),BasiEgaXorz: Bomb on Basic City,GM,MK-0000,0,0 (0x0000),JUE,0B924C20,509f76d1ace8f33cddadf21adec7b559,121b558e4ac15a068235b9cd20e607aa63f244a2,77a7426b3097fd7a07599552756f4d30bb06224345732e52e1bd895b877a1997
Bomber (Europe) (Sega Reactor),SEGA MEGA DRIVE,(C)SEGA 2005.ABR,MEGA DRIVE 71J,MEGA DRIVE 71J,(unknown),TECTOY,2005,20435 (0x4FD3),U,2A8C91CF,c9869441d68892b32ce4fa806e6d8464,418e688e5e8639eb349047c38994c17ed05b4248,9d1f4240ff4c2c95c90f574e78942c21458b0398e607a580f538a647b38fe4fd
Bomber (USA) (Sega Gopher),SEGA MEGA DRIVE,(C)SEGA 2005.ABR,MEGA DRIVE 71J,MEGA DRIVE 71J,(unknown),TECTOY,2005,43931 (0xAB9B),U,6389A658,fd36dc99f8915416005880427fdae2d9,fe6415e4cd3754316606cae0f0d85856d8ee00e0,a7069cc52c34a15eb6dc7ba9cab799b69101719d0807645a6c9fb1068bb0d376
"Bonanza Bros. (Japan, Europe) (En)",SEGA MEGA DRIVE,(C)SEGA 1991.JUL,BONANZA BROS.,BONANZA BROS.,GM,G-4046,0,6977 (0x1B41),JUE,ADF6476C,9c6b56e9916aadee638f93c7f4bb1e20,ce46f2b53988f06e0bdfaad1b0dc3e9ca936e1e8,8e0a42f88be76e65cf554dba4fbdf438d44cc96de41795f37be35fc2b07461db
"Bonanza Bros. (Japan, Europe) (En) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1991.JUL,BONANZA BROS.,BONANZA BROS.,GM,G-4046,1,37163 (0x912B),JUE,C6AAC589,acf4aa6aea84be72afaa1a86954b85cb,f7313ecaf7143873597e3a6ebf58d542d06c3ef3,b38768538c8bb7e4a4d53a1e0a08cf7c9714fc89974f6c1ec8843d7881c7a336
"Bonanza Bros. (USA, Europe, Korea) (En) (Rev B)",SEGA MEGA DRIVE,(C)SEGA 1991.JUL,BONANZA BROS.,BONANZA BROS.,GM,MK-1124,0,23937 (0x5D81),UE,20D1AD4C,dc3847b07cd94a15b1b9e0fb2ff5db11,31c589bc0d1605502cdd04069dc4877811e84e58,7f6cbedd52eab56724c422ec8f40c421befba3ed58e5c9f1767721da57344176
"Bone Marrow (World) (En,Ru) (Demo) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(C)PSCD.RU,BONE MARROW,BONE MARROW,GM,00000000-00,(unknown),50937 (0xC6F9),JUE,6B533352,496ca33cf122c10431ef0a89087b1f82,55c218069406f8a8bcebe91a51dd5708e9a8ac43,dfe66d96a9bd2fd85daafe6b49359daf37c878c5e52bd9563f82d857438c4196
"Bone Marrow (World) (En,Ru) (Demo) (Aftermarket) (Unl) (Alt)",SEGA MEGA DRIVE,(C)PSCD.RU,BONE MARROW,BONE MARROW,GM,00000000-00,(unknown),60796 (0xED7C),JUE,CDE9EA8A,035a2952b254b39fd0a58025e3938561,6af7f635989d20681cb1b38491c4c554f18b10f0,0754b3b306983b2ab3035d897835bdf5e0447a493bc6a05201fd8ebbf56dbe64
"Bone Marrow Rebirth (World) (En,Ru) (Demo) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(C)PSCD.RU,BONE MARROW,BONE MARROW,GM,00000000-00,(unknown),0 (0x0000),JUE,6428449C,f89860750991149d4d9151d04fb75e3a,1e6a2e526814282eb58b2221570fa3d378fb6d79,e0db0acb80ff08feb88b50d7968dd998d8c4e32658a88835347906537708d01f
"Bonkers (USA, Europe)",SEGA GENESIS,(C)SEGA 1994.SEP,BONKERS,BONKERS,GM,MK-1055,0,61967 (0xF20F),JUE,D1E66017,9b7b171a649415d2750e81337d641ad3,938642252fdb1c5aedc785bce2ba383fc683c917,3fddf061d34ade982f60fc5bad937e7a23c7c69b7e0f6441de75dd2048ac9bf2
"Bonkers (USA, Europe) (Beta) (1994-03-28)",SEGA GENESIS,(C)SEGA 1993.OCT,ETERNAL CHAMPION S,ETERNAL CHAMPIONS,GM,MK-1145,-,24644 (0x6044),U,CD67C588,b0ee3de606b980a99328da7bdb1e4c7e,3f08ea3bc211f4a02d216d87c9abcdab11612ccb,8135e975886e02e7039d99fbe46e715c2291d455af8cdafebd2f6e19f94c0ac1
"Bonkers (USA, Europe) (Beta) (1994-05-03)",SEGA GENESIS,(C)SEGA 1994.JUL,BONKERS,BONKERS,GM,MK-1145,0,49989 (0xC345),U,E4CD0D61,a07d6ca02db650f699a2a46255720ef8,7c4798c73548f6992b18bf2bbd2f8c3144fcff58,6856ba5ad456410fa2561ab2acdee170ad188cef68bbf9c5740d38d04296bbfd
"Bonkers (USA, Europe) (Beta) (1994-08-04)",SEGA GENESIS,(C)SEGA 1994.JUL,BONKERS,BONKERS,GM,MK-1145,0,13540 (0x34E4),U,913CC834,1ad94d276c11e7fddda671c781fc8d6b,435c0dc4c72184e0b7dd535fe5e7d5323d787571,f150c3ae8ee9fc97c02e9cf110fe6b046b7a2a9b995813c78c7e768e5c4a1fa2
"Bonkers (USA, Europe) (Beta) (1994-08-25)",SEGA GENESIS,(C)SEGA 1994.AUG,BONKERS,BONKERS,GM,MK-1055,0,0 (0x0000),U,3E5EDC4F,9f379dad60b5ec11956c117d61d0e54b,a1bfc26fe6ab4fe1e5b8ddbc84b840209d9cb798,d3faa82faf6af02d1fa2a74d6e18fad2ba22fa07e7a000efacde591de4bcaa9c
"Bonkers (USA, Europe) (Beta) (1994-08-29)",SEGA GENESIS,(C)SEGA 1994.AUG,BONKERS,BONKERS,GM,MK-1055,0,0 (0x0000),U,7B84793E,9013785f9bed31b1ea6ba0d08cb21bbd,994a0d7f7c21edbe35e31ca2a28b3e2017683355,df6e73c04e737a6c0dca3a4ff1647a74999c41be0602250279a0f9df415ba3e9
Boogerman - A Pick and Flick Adventure (Europe),SEGA GENESIS,(C)T-125 1994.11,BOOGERMAN,BOOGERMAN,GM,T-125066-00,(unknown),57262 (0xDFAE),E,DBC4340C,7b144947f6e8842dd4419d5166cddff6,4fd33eeaf1e804d005793a6e1185122fd7e9a751,17ab05924cca35495bbb67d9f748f44cc47bf4bddfd0640ebad72f9188f56c38
Boogerman - A Pick and Flick Adventure (USA),SEGA GENESIS,(C)T-125 1994.11,BOOGERMAN,BOOGERMAN,GM,T-125066-00,(unknown),35801 (0x8BD9),U,1A7A2BEC,265a10bf2ea2d1ee30e6cde631d54474,bb1d23ca4c48d37bf3170d320cc30bfbc2acdfff,60750de4ba7f07ee4c8d2bb01ff4b0b5555736d35865bd2d33b34631328954c9
Boogie Woogie Bowling (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.SEP,BOOGIE WOOGIE BOWLING.,(unknown),GM,T-058033-00,(unknown),38534 (0x9686),J,CCF52828,ee802b11dcb833e0e8e4bca22a5fcd86,57599254461bf05ac0822c42e0bb223a68d4cd71,fd9cf08d29e42933be61a78b51fba655e5822d2a4a6dedadd4f6534092a2b1a4
Bottle Taps Race (China) (En) (Super Arcade 101-in-1) (Unl),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),10960 (0x2AD0),UEJ,0AF12B94,d7ac6ba71e11f399bb3a8f4294016d0a,5f07f90d17dcd06a461969fd2c709867e392cefe,d63ec4a7f7340634a2f18dad7733d42a8cb1b530fbf0fae806b880d3c2ea7055
Bottle Taps Race (Europe) (Sega Reactor),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),63796 (0xF934),UEJ,3AC22D51,c108228c67608be901a3fe6e0ea196e0,f21ff15ca147e04d9b50b3d6b3797312c5bb2ade,8760b578d16b4959eaa42daf0cee618bb37f7cb8245617dfd6c8c6b100b1f2b0
Boxing Legends of the Ring (USA),SEGA GENESIS,(C)0107 1993.JUN,BOXING LEGENDS OF THE RING,BOXING LEGENDS OF THE RING,GM,00107026-00,(unknown),26558 (0x67BE),U,00F225AC,078031c74d8882d78f4638483394d3ca,4004af082d0e917d6b05c137ab5cff55e11c12a9,dd2a995b3cd7199d641786eac2b6417b84e85eeb105d60a646c8a842a3e9df43
Bram Stoker's Dracula (Europe),SEGA GENESIS,(C)T-93 1993.JUN,DRACULA,DRACULA,GM,T-93016,50,44322 (0xAD22),JUE,9BA5A063,7615423545410607fea545e8463d3169,d1e2bb4febf973e3510118d2ea71b4c6594480a9,37dafdfbdd00ee62dcd03656f60e92beaec07c93b937fcfe51ca2a2107c2002d
Bram Stoker's Dracula (USA),SEGA GENESIS,(C)T-93 1993.JUN,DRACULA,DRACULA,GM,T-93016,1,17464 (0x4438),JUE,077084A6,8b10e54ddf8efac9a4753b4da089b39e,4ede0e75054655acab63f2a41b8c57e1cf137e58,a677a7269435748a223014a1be0195c66bf440345636b141138aaea7d2c29196
Brave Battle Saga - Legend of the Magic Warrior (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,MAGIC TEAM 2010,BARVER BATTLE SAGA/TAIKONG ZHANSHI/MOFA ZHANSHI,Brave Battle Saga - Legend of the Magic Warrior,GM,MK-XXXXX-XX,(unknown),0 (0x0000),0,F4554624,565b679dc66df1980927279dc20c435c,894250074e295353b0253b7ec6957439583c9aff,3b89962935aadc8ae1b7db5b2556b38c8eff6035920f4bcb2f065d86da92d0ee
Breach (USA) (Proto),SEGA,(unknown),(unknown),(unknown),(unknown),(unknown),(unknown),0 (0x0000),(unknown),121CE289,f121d8ee612ea060bcc8bdf5faf1d806,3eabd16b3a523e276069a107a95e86221b9a534e,ec821aef23c3e1673a0ab720fcd23aaf35065b41bada2f302f3ae28788f9cbb6
Brett Hull Hockey 95 (USA),SEGA GENESIS,(C)T-1191994.NOV,Brett Hull Hockey '95,Brett Hull Hockey '95,GM,T-119076-00,(unknown),61487 (0xF02F),JUE,F7775A09,28fc33d71f9b55c5f8aa882b7aa006bb,bcc9d8a737b5b6ccc5ddcd5906202508e4307f79,2498de5f6c5d23a2dde9a5b60281dbfdc435ff6eb7d2937d770c2ff4f37db926
