No-Intro Name,Game Title,Game Code,ROM Version,Byte-Order,SHA256
"Legend of Zelda, The - Ocarina of Time (USA)",THE LEGEND OF ZELDA,CZLE,0 (0x00),big,c916ab315fbe82a22169bff13d6b866e9fddc907461eb6b0a227b82acdf5b506
"Legend of Zelda, The - Ocarina of Time (USA) (Beta)",THE LEGEND OF ZELDA,CZLE,0 (0x00),big,68bbdd74169510d128e193b93047cad9197e689c33dbbd52ba7414f5b2ffb1ca
"Legend of Zelda, The - Ocarina of Time (USA) (GameCube)",THE LEGEND OF ZELDA,CZLE,15 (0x0F),big,00712c4951c3823978898b6e1b7b084ab9b7a1d09ad3189307ca8556ef53c761
"Legend of Zelda, The - Ocarina of Time (USA) (LodgeNet)",THE LEGEND OF ZELDA,NZLG,0 (0x00),big,79d91ac7e5ea3b9ec7ef83b049be3ab2d7154e551160774ca2d459df340b5c26
"Legend of Zelda, The - Ocarina of Time (USA) (Rev 1)",THE LEGEND OF ZELDA,CZLE,1 (0x01),big,fb87a0dac188f9292c679da7ac6f772acebe6f68e27293cfc281fc8636008db0
"Legend of Zelda, The - Ocarina of Time (USA) (Rev 2)",THE LEGEND OF ZELDA,CZLE,2 (0x02),big,49acd3885f13b0730119b78fb970911cc8aba614fe383368015c21565983368d
"Legend of Zelda, The - The Sealed Palace (USA) (v1.21) (Aftermarket) (Pirate)",THE LEGEND OF ZELDA,CZLE,0 (0x00),big,cd9730968e562b7167b76d4cef652ef5c66457b21011e53b00815adde949f321
"Legend of Zelda, The - The Sealed Palace (USA) (v1.3) (Aftermarket) (Pirate)",THE LEGEND OF ZELDA,CZLE,0 (0x00),big,b382a5a121663afe0d98c4ab685bea047b7cc61d103c3394af65973b08f89b3e
"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",LEGORacers,NLGP,0 (0x00),big,4709368b2f11fb724e91eaefe3aebc97b04e9c5d664f476d18cb5e48352c4af3
"LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",LEGORacers,NLGE,0 (0x00),big,dbbfdfde4abf4b0bec60470fe8ed412f2b0a360b9237066b952ef8d53f74c0ce
Let's Smash (Japan),LET'S SMASH,NTSJ,0 (0x00),big,30cb478a7a3e136d54d4402e904662906b423978d397ac459bb1f180917d818c
"Lode Runner 3-D (Europe) (En,Fr,De,Es,It)",Lode Runner 3D,NLRP,0 (0x00),big,9a0bcf401a512c7d0fbc5686f91599e7d6f61c627c848ba841b3f774181d4292
Lode Runner 3-D (Japan),Lode Runner 3D,NLRJ,0 (0x00),big,f786d68e7db5f2e0f3dd852ebaddcbc2f5f067d4c737f4bad181804df17a3829
Lode Runner 3-D (USA),Lode Runner 3D,NLRE,0 (0x00),big,c2d408a2b5b27d3e52d27a64338a2a617d8dd3f6edd0896b8fc0ef8211d07af0
"Lylat Wars (Australia) (En,Fr,De)",STARFOX64,NFXU,0 (0x00),big,3033274692ea008d4525165da035def6181b92975265fe739787aadc65ac55ae
"Lylatwars (Europe) (En,Fr,De)",STARFOX64,NFXP,0 (0x00),big,6604c219c2835446522d03a7a3f3634fb00a27703fd6b7f318d98f003806e3a4
Mace - The Dark Age (Europe),MACE,NMEP,0 (0x00),big,73762463297ce7b9c82d8d8630b0d523d93ce9753630357dcda9341443ba26d0
Mace - The Dark Age (USA),MACE,NMEE,0 (0x00),big,d24b70cb33031fbcbb9e05b49d45753961d46d785a5a6d6f52406decb6af67bd
Mace - The Dark Age (USA) (Beta),(empty),(unknown),0 (0x00),big,7be225fb574fcccd1a7f46f0a2c2e0e44709e555a0ec1badb38385246dfaf3b7
Madden Football 64 (Europe),MADDEN 64,N8MP,0 (0x00),big,7eaef372a0e0f00a8e0150150686d1c72a87c5232a9ea3b374424275efdad059
Madden Football 64 (USA),MADDEN 64,N8ME,0 (0x00),big,39f25dad3af4782a909bf58d7127acae700ea7c6f17c48d39ab76fe331735d6f
Madden NFL 2000 (USA),Madden NFL 2000,NMDE,0 (0x00),big,a5584fd350722f0f1c9792820b9de528665954142ebcee6c236782db8c895822
Madden NFL 2001 (USA),Madden NFL 2001,NFLE,0 (0x00),big,f9dc0e73a76ac936b176475bdbb0bc260054223112a32b30ed2f8ee32b4c7a49
Madden NFL 2002 (USA),Madden NFL 2002,N2ME,0 (0x00),big,1ffc43042b9d374ee121d5c784fb78f6fc2092c5d66344ed0c356b1e091a7b16
Madden NFL 99 (Europe),MADDEN NFL 99,N9MP,0 (0x00),big,0614ccd5bbe6fa5b40f899ca000505390bf49eb6a13f6c1b053ba827c84309b6
Madden NFL 99 (USA),MADDEN NFL 99,N9ME,0 (0x00),big,e1bc1ce2fe40c4ec803e6eb0bc762bcd0d9d9fb501e9c3c71fb249369506d454
Madden NFL 99 (USA) (1998-08-05) (Beta),MADDEN NFL 99,N9ME,0 (0x00),big,ea01956a11a9bc078e6432ca0cc9b16b883e21f7dd8193bf30f5b121bd152846
Madden NFL 99 (USA) (Rev 1),MADDEN NFL 99,N9ME,1 (0x01),big,1a886962d6e9b45c6e0e5b7320aff3bda4402fd8fe1e7792cfa0b5da9abb186e
Magical Tetris Challenge (Europe),MAGICAL TETRIS,NMTP,0 (0x00),big,4969ca08fc257633aa58f48811fb3e5fe79b0eed3b9f2e81a2735f14d13d4368
Magical Tetris Challenge (Germany),MAGICAL TETRIS,NMTD,0 (0x00),big,9593e413a8fcd9eccc93862a7af5636be045dcfb069a216f4d4dd7f42e665169
Magical Tetris Challenge (Japan),MAGICAL TETRIS,ZCAJ,0 (0x00),big,89ea76104d80cf0b77da9c2915f9aa02fdc6adba7660bd9bfa13d44c6ab54b5a
Magical Tetris Challenge (USA),MAGICAL TETRIS,NMTE,0 (0x00),big,f2d67829d05066fb06f5c02b27eb2e36f2bfa37e7917b3ccacc2ad842a83fb86
Magical Tetris Challenge featuring Mickey (Japan),MAGICAL TETRIS,NMTJ,0 (0x00),big,eed602ee01838de7e351b3f2425f85e6c874ad3485eca74c161f0cd5a36063ad
Mahjong 64 (Japan),MAHJONG64,NMJJ,0 (0x00),big,2b6e49e02a233cabdc3f7ee510dc27ee64d7fee8972692f72ea83e835be0198c
Mahjong Hourouki Classic (Japan),CLASSIC,NMHJ,0 (0x00),big,884124f9e2c26aeb5f88817a8b06179b05b78bd984852d28602c57390d33b8a6
Mahjong Master (Japan),(empty),NMMJ,0 (0x00),big,f0ebcefe6c459087d69cdde8a612509a95c9094008731aceaf40408548822919
Major League Baseball Featuring Ken Griffey Jr. (Australia),MLB FEATURING K G JR,NKGP,0 (0x00),big,5e2c3a938d237b81b0c2c446c264c9f72832ddb667af4dfd9582fd6a206680a4
Major League Baseball Featuring Ken Griffey Jr. (USA),MLB FEATURING K G JR,NKGE,0 (0x00),big,c489d247f13d0ac6ba71b3bbc6052100a8d582576df8e2a80988ee20b1dcb821
Mario Golf (Europe),MarioGolf64,NMFP,0 (0x00),big,9df6ee0c9a3b463032726400de0e2879578ee55c0d03876bf9d7507e56aa99b9
Mario Golf (USA),MarioGolf64,NMFE,0 (0x00),big,871134c893d5d671ef90c88dfbe98fb20fa20853b3370936a1d09aee6de1beae
Mario Golf (USA) (LodgeNet),MarioGolf64,NMFG,0 (0x00),big,47242d19097c4b0e37f2ee4e665033a0eaa43d57e31597d2af533df8135d571f
Mario Golf 64 (Japan),MarioGolf64,NMFJ,0 (0x00),big,7a8180e46e1761bae7add2a46cad472c9d328f16e8c574a46915adc1f658620e
Mario Golf 64 (Japan) (Rev 1),MarioGolf64,NMFJ,1 (0x01),big,9a7b624eaa0625d2eea38e54afdd7b3aca906464736109da185be45a7bd93845
Mario Kart 64 (Europe),MARIOKART64,NKTP,0 (0x00),big,b98b2944c896f6e007876a9309b6d05d24299678b137106dd49fe357cf291e62
Mario Kart 64 (Europe) (Rev 1),MARIOKART64,NKTP,1 (0x01),big,8d9d2a68bbc5e9512200cab281b6d98c1d49e1028c092e3fb821ae4076e1ce6d
Mario Kart 64 (Japan),MARIOKART64,NKTJ,0 (0x00),big,9231d689bcf0986a78a9e7505bde3c04dd38083cc94efc66591a1208b0d50371
Mario Kart 64 (Japan) (Rev 1),MARIOKART64,NKTJ,1 (0x01),big,ffe65c81d29a901cc6831eabf9a49aef31acbe6e55ec5b56b73d9238a00dfd8d
Mario Kart 64 (USA),MARIOKART64,NKTE,0 (0x00),big,d6b8538dd63f0132ecb2856e7d32816ed3c30e3e479aecd23cf83fb6ba17a5da
Mario Kart 64 (USA) (LodgeNet),MARIOKART64,NKTG,0 (0x00),big,bd78e0280ee3d717e96e31294d4dbe0e91e57290ea6fc8052f8fa2133d09f4f3
Mario no Photopie (Japan),(empty),NMPJ,0 (0x00),big,616f74a23cd5730fed7059892cc87420e4f7da174b425ebe8eff088366a7d252
"Mario Party (Europe) (En,Fr,De)",MarioParty,NLBP,0 (0x00),big,48e6cbb83735ec4e4662866fa99cd6895da97a3b90814f5078bfabd132cbfb9a
Mario Party (Japan),MarioParty,CLBJ,0 (0x00),big,2fed99bec5458b07900bbc58cbacf0bbec46b3250ac35de00100310d7265c09d
Mario Party (USA),MarioParty,CLBE,0 (0x00),big,ca4fb9605fff4884e9ba4319dfa23d96b7347ce88ffb8d04e6c25a3a9ff9ed6a
"Mario Party 2 (Europe) (En,Fr,De,Es,It)",MarioParty2,NMWP,0 (0x00),big,4fe18c71dba3520dab2a0618fdd949cf0869579325ea2ecfd2040337daff3863
"Mario Party 2 (Europe) (En,Fr,De,Es,It) (Wii Virtual Console)",MarioParty2,NMWP,0 (0x00),big,43a49a9208c8b7f6420502d9923df88ab10095907d5e48c9c826abd72993b390
Mario Party 2 (Japan),MarioParty2,NMWJ,0 (0x00),big,bae1720d257791b58fc29189241553d64dece6ce241a6c2af275bf77d25bb96f
Mario Party 2 (Japan) (Wii Virtual Console),MarioParty2,NMWJ,0 (0x00),big,62c88b6954b71990082e6dd4700f6934e90827439bc3df6b6fb97621e4240db9
Mario Party 2 (USA),MarioParty2,NMWE,0 (0x00),big,0b7b2ec3bd2ac8713b4c43f74a634285a720779964ee2658f7ad2dfa97b33576
Mario Party 2 (USA) (Wii Virtual Console),MarioParty2,NMWE,0 (0x00),big,d27f886a433dc58b62502eb0594fe410ed32bd7610ef4819c42f71ceb6c0b3de
"Mario Party 3 (Europe) (En,Fr,De,Es)",MarioParty3,NMVP,0 (0x00),big,23a33bd5ec1ef62f6888e0d7b68f56ffb36da83025be789ca1170da43266242f
Mario Party 3 (Japan),MarioParty3,NMVJ,0 (0x00),big,bdf532f2f9c927a4398a1657b5e9ecfb34d416db68e791c743929ef5d0628f69
Mario Party 3 (USA),MarioParty3,NMVE,0 (0x00),big,a08cbd6a4f40d15cbd8bcdee644f80cdfb843e06d569d1334bcd49f23262855a
Mario Party 3 (USA) (Beta),MarioParty3,NMVE,0 (0x00),big,06661f5715023a75cc92ec40a1b520f6a84a4bb6f12db126a5ea759e1a8bf8cf
Mario Party 3 (USA) (LodgeNet),MarioParty3,NMVG,0 (0x00),big,c149f5bd6c33e81a614ea29abb0e5e85d8ed08b6947da3b566b70990d05275fe
Mario Story (Japan),MARIO STORY,NMQJ,0 (0x00),big,a62c669817f87fba067248962f6737d9a8d27e78a843798d739d9d2a39d73874
Mario Tennis (Europe),MarioTennis,NM8P,0 (0x00),big,1d9add31b3cf320657ada5295954de12061070cede84dfa6dd1245e9c6548838
Mario Tennis (Europe) (Wii Virtual Console),MarioTennis,NM8P,0 (0x00),big,542ff9df1a626f9e90617972d3c2578553587912c5f797a63c64e60be45e9d94
Mario Tennis (USA),MarioTennis,NM8E,0 (0x00),big,6341ec31c937eddf6fab5c848470c9b7c27f43a42a494a7a1aae943eb91d90fb
Mario Tennis (USA) (LodgeNet),MarioTennis,NM8G,0 (0x00),big,ab3e39781576aaeb205c27bb4274802fe8e86535f13e58b04e64d290d0102968
Mario Tennis (USA) (Wii Virtual Console),MarioTennis,NM8E,0 (0x00),big,0e7192e98d57602f24f2a5a99ffdd02a6f8253ac728c6d9a7709fe910070f9ba
Mario Tennis 64 (Japan),MarioTennis64,NM8J,0 (0x00),big,b8d053a22ea2764904f32ed19daa60552e1bca28e1f1c074f4e4c59c91b9fe47
Mario Tennis 64 (Japan) (Wii Virtual Console),MarioTennis64,NM8J,0 (0x00),big,668405c3443fd7cf5225b6134050d2a199b407f12bc46829ac3d53bc0178b4df
Mayjinsen 3 (Japan),3,ZSCJ,0 (0x00),big,2d317901d2f1a0cf85958772e710a26ff666246b5f7f97a0744a7c05120590b1
Mega Man 64 (USA),Mega Man 64,NM6E,0 (0x00),big,618d49bf62913b376e4858f1422a51a4352792b070fe6305860dd43e28353999
Mega Man 64 (USA) (Beta),(empty),(unknown),0 (0x00),big,8bba75b9ac78371f45d8783192a4fe32b6c2ba9c626825983077ae90a59c6be1
"Mia Hamm Soccer 64 (USA) (En,Es)",Mia Hamm Soccer 64,NHME,0 (0x00),big,c0a564c9c62504b0baa61bf419bdf47b3df858dd225fa5bd8cfb4cf1bdc92332
Michael Owen's WLS 2000 (Europe),MO WORLD LEAGUE SOCC,NWKX,0 (0x00),big,fa5256878922978dadd8ab20769b93821e2e68806b33822140ff723684711d2e
"Michael Owen's WLS 2000 (Europe) (En,Fr,De,Es,It) (Beta)",Michael Owens Soccer,(unknown),0 (0x00),big,695886b29e5b69e498e474a2a380bdab988ef7ecda7ae7c5a8fd1a4f9a1134e7
Mickey no Racing Challenge USA (Japan),MICKEY USA,NMLJ,0 (0x00),big,6895c61505698072fa3ec7d736afa52298e25e3c7a30d3a6fd1f5fc4ef9ff53c
"Mickey's Speedway USA (Europe) (En,Fr,De,Es,It)",MICKEY USA PAL,NMLP,0 (0x00),big,2e5e4836c0ede78c7d81da352584172102f5d4f26f187e991f624dc70cbf308e
Mickey's Speedway USA (USA),MICKEY USA,NMLE,0 (0x00),big,21c0c73d97d578dbf750acfa2a03ac2e224f703d8b9fc4e431356a27b46cf026
"Micro Machines 64 Turbo (Europe) (En,Fr,De,Es,It)",MICROMACHINES64TURBO,NV3P,0 (0x00),big,591ace6eb8ab7c8328a16de545b3baa38230fe31f4c388c88acc94996785feb6
Micro Machines 64 Turbo (USA),MICROMACHINES64TURBO,NV3E,0 (0x00),big,c6f504194f0fdda4d50882a6a61f7cc7bd36d443ad9aba076429db1d8a743d03
Midway's Greatest Arcade Hits - Volume 1 (USA),MGAH VOL1,NAIE,0 (0x00),big,165173ac5028f43a34cb4cf2e579720c00c11e80a57859f9669ec5af7537b251
Midway's Greatest Arcade Hits - Volume 1 (USA) (LodgeNet),Midway's Arcade,NAIG,0 (0x00),big,f1743191c53f82795fa6c7cfa1369a0bc60b70f3a2ce2e32a48a1f80988743f0
Mike Piazza's Strike Zone (USA),PIAZZA STRIKEZONE,NMBE,0 (0x00),big,3ba45ed9af91bb99ac30d59bc278c872f482ed5a13a475c711c02315c187b0ca
Milo's Astro Lanes (Europe),Milos_Astro_Lanes,NBRP,0 (0x00),big,c66522df27baed11ac5caf126820bef22c92d6602b25acfc369a5bd1afe39c64
Milo's Astro Lanes (USA),Milos_Astro_Lanes,NBRE,0 (0x00),big,5e2901b55a23f748c013257e9697a4b63ed3cc24504b809fb7964c538bd75380
Mini Racers (USA) (Ja) (Proto),(empty),(unknown),0 (0x00),big,ba7a13a0608262cf7dc2188f0f15b766b5e14b883f43ee0f6726bb0224585b70
Mischief Makers (Europe),MISCHIEF MAKERS,NTMP,0 (0x00),big,b1fc1d0d8cd36ffaf49870ab52879987e3d34226ae007839252d7a514a3fbf57
Mischief Makers (USA),MISCHIEF MAKERS,NTME,0 (0x00),big,230372b76ca9dd240357cb2760060731e65c54c47c6d6d1535513030aadd64ce
Mischief Makers (USA) (Rev 1),MISCHIEF MAKERS,NTME,1 (0x01),big,e00ab74c3dee79efaafe8e10f2a6b67784d7327ab588d8ef90ad8945427da627
Mission - Impossible (Europe),MISSION IMPOSSIBLE,NMIP,0 (0x00),big,9a813d401980825d8a6617ca3b15317376eaaa202d6729989993cf07935a4440
Mission - Impossible (Europe) (Beta),MISSION IMPOSSIBLE,NMIP,0 (0x00),big,66a7b6106fe1b527a96a204886e6ff45e9025b14e64387454140cef4cf22d850
Mission - Impossible (France),MISSION IMPOSSIBLE,NMIF,0 (0x00),big,c587e1a98f879b08f9f98325b1aaddd4717c48f4eb1586ff36ef59f642863a1b
Mission - Impossible (Germany),MISSION IMPOSSIBLE,NMID,0 (0x00),big,21418002bf1fb8eab4e6381e9238f0df51c7de0878152bc6fe80b951b520a457
Mission - Impossible (Italy),MISSION IMPOSSIBLE,NMII,0 (0x00),big,ca3e2ed4e2bf47497784bfac921815e7ac8a66c25374a486e368466b8da8cf67
Mission - Impossible (Spain),MISSION IMPOSSIBLE,NMIS,0 (0x00),big,b12cb258396a66a5881a364ba460e508573655f98490304f5b8a223c26943f60
Mission - Impossible (Spain) (Rev 1),MISSION IMPOSSIBLE,NMIS,1 (0x01),big,6c38d2f534c16c14ed547030bdf302a907d46e327deb90d8c24a044cdca5712a
Mission - Impossible (USA),MISSION IMPOSSIBLE,NMIE,0 (0x00),big,3e82a0ca1dd758d4aa633fb06edb5314fad9b23d52156168ff4b8d1cc4569b16
"Monaco Grand Prix - Racing Simulation 2 (Europe) (En,Fr,Es,It)",Monaco GP Racing 2,NMGP,0 (0x00),big,c328e2350bae9828779b89283751f1b30318fe5e1625e1bbe848359e2b2c8f02
Monaco Grand Prix (USA),Monaco Grand Prix,NMGE,0 (0x00),big,2ffbb7a21cbee8194ae61f877a51d441cb9d7e8184ee76af31701f35de1ab2ac
Monopoly (USA),monopoly,NMOE,0 (0x00),big,3aa9e06e267e43ca85dbb6e651e64055731422f574af093f60bbb16a2d7b0298
"Monster Truck Madness 64 (Europe) (En,Fr,De,Es,It)",MTM64,NM3P,0 (0x00),big,eb84ef801d3723c3709fc62b5551c5cc83887015d4831392039e99f236eb0c76
Monster Truck Madness 64 (USA),MTM64,NM3E,0 (0x00),big,52501f827a677df01ba3861b1f4616c7e6bb47dc000e174267c8fbed9e4ae3dd
Morita Shougi 64 (Japan),64,NMSJ,0 (0x00),big,f23351e263aa6f7f74e035f87a25eb4365196caeb3fa681a23b4126eeb35e9b2
Mortal Kombat 4 (Europe),MORTAL KOMBAT 4,NM4P,0 (0x00),big,9bf17deaf7a7beabccb285ccf6e0394cbeb2cc88dcc390efdc2a79ef20e79f34
Mortal Kombat 4 (USA),MORTAL KOMBAT 4,NM4E,0 (0x00),big,ea908a1f790340dc34f1056c4799f7d0984048d90344607f2910d96abf036478
Mortal Kombat 4 (USA) (LodgeNet),MORTAL KOMBAT 4,NM4G,0 (0x00),big,2d3b10018e88787c1465aa8f29e4eb27750a283f6a87534a180525b079bcbd32
Mortal Kombat Mythologies - Sub-Zero (Europe),MK_MYTHOLOGIES,NMYP,0 (0x00),big,619ab0dae6d2fcdf785167231786c6a743d0fe9081b269d57dc005b7d00fa86a
Mortal Kombat Mythologies - Sub-Zero (USA),MK_MYTHOLOGIES,NMYE,0 (0x00),big,9c18254abf6722b95aa782fcd310bd95f6bcf147da66beb77ce32ca90673ffc6
Mortal Kombat Trilogy (Europe),MortalKombatTrilogy,NMKP,0 (0x00),big,4159adfdaf27068353c899d785ebdefea2a58ad9708a723b3dabbdb2cc8fb810
Mortal Kombat Trilogy (USA),MortalKombatTrilogy,NMKE,0 (0x00),big,e1fb6c84744e4f95b462769a49236d5bfffaadd0e6abe10775361f2217aa6f02
Mortal Kombat Trilogy (USA) (1996-05-13) (Beta),(empty),(unknown),0 (0x00),big,c42ef4cdf740c4db409af8c27d83d74df6af9645e272cefeac084f46810dc9de
Mortal Kombat Trilogy (USA) (Rev 1),MortalKombatTrilogy,NMKE,1 (0x01),big,554aa05c5188bac605c064dcc60a5fb4cb8d39e9ad599e6e5d5b47146da46f10
Mortal Kombat Trilogy (USA) (Rev 2),MortalKombatTrilogy,NMKE,2 (0x02),big,30efdbe266dda8b8b12652a8d0a71b3b4bfec88bdf11ed12c219f5c4e1eaf7bb
"MRC - Multi-Racing Championship (Europe) (En,Fr,De)",MULTI RACING,NMRP,0 (0x00),big,7d9e4554abd1c360f9af32ff72c6be47d8f67ce3f08e1c8ffef0ea8aa70ad622
MRC - Multi-Racing Championship (Japan),MULTI RACING,NMRJ,0 (0x00),big,5e26351f7b09cfbc64c6e89381eec3e45e27527e8bb83ae8d8aadaf01c113b0c
MRC - Multi-Racing Championship (USA),MULTI RACING,NMRE,0 (0x00),big,5729e822337b7dfac5ae81210f1c2e3bfa739b90dfc8182d9e573a4990dd14d9
Ms. Pac-Man - Maze Madness (USA),MS. PAC-MAN MM,NP9E,0 (0x00),big,e11a9f47257696d29b62c831c1a577b262437cdbed953f9c08fbaf022397efbe
"Mystical Ninja 2 Starring Goemon (Europe) (En,Fr,De)",MYSTICAL NINJA2 SG,NGMP,0 (0x00),big,f5f308d6c0fcec49570c91f20ed27729266c6fdaffef445331b11aba7032db9b
Mystical Ninja Starring Goemon (Europe),MYSTICAL NINJA,NG5P,0 (0x00),big,e051aeff5600e184394ea08f4eed7c295255f729279a8b5ef450014520cc2f02
Mystical Ninja Starring Goemon (USA),MYSTICAL NINJA,NG5E,0 (0x00),big,1603be37427a33548857fc3d2e8867ede71121c353fb631b79b44f1d94845d80
Nagano Winter Olympics '98 (Europe),NAGANO OLYMPICS,NH5P,0 (0x00),big,a84cc56686cce0a09f7c1a3a35db71a9015521d628e079099e8721669bebb324
Nagano Winter Olympics '98 (USA),NAGANO OLYMPICS,NH5E,0 (0x00),big,4ab4c9529f9705b69e871adb664097909aaaab4aa0e5aabeade113c57429832b
Namco Museum 64 (USA),NAMCOMUSEUM64,NNME,0 (0x00),big,f62aa0a6de87c0d1a3a862bccea0c1be377112accf421e525c0b3752ae85eca9
NASCAR 2000 (USA),NASCAR 2000,NN2E,0 (0x00),big,8ea70445136fad20584dbc4a1ca05f8b929332b35661c6a5766dcee27a8f1a65
"NASCAR 99 (Europe) (En,Fr,De)",NASCAR 99,N9CP,0 (0x00),big,148a7acb816c844c99af9289237666b7a421d24c7722616ad38f401006864e55
NASCAR 99 (USA),NASCAR 99,N9CE,0 (0x00),big,800aa25d7b0275db5214bf81c6a537aa45f3ea7e01872fdf515c32cfbb6413bd
NBA Courtside 2 featuring Kobe Bryant (USA),NBA Courtside 2,NCKE,0 (0x00),big,11967ed55a7369170d62910bc9b8df2a65ae6a9bd96983dee91cd5f005ca47d3
NBA Hangtime (Europe),NBA HANGTIME,NXGP,0 (0x00),big,7d98514e3f3e5c3b64882bc3a8d3644c8b8383b41bd63aafc9834ce487eb61e7
NBA Hangtime (USA),NBA HANGTIME,NXGE,0 (0x00),big,6e1304d5bf8922a652f4063f9d26120ac8c3e9af2a5f8a4f4bc733cf003edf83
NBA in the Zone 2 (Japan),NBA IN THE ZONE 2,NB2J,0 (0x00),big,74f80f1aa04eb5103bdf014d327b3aa707da45ba77e9f005d970764209d3c09e
NBA in the Zone 2000 (Europe),NBA IN THE ZONE 2000,NWZP,0 (0x00),big,e419c6695240feb1a1217333ca4ad4778b003fa55a56fa08de2fc63138816713
NBA in the Zone 2000 (USA),NBA IN THE ZONE 2000,NWZE,0 (0x00),big,20abe4f093131dd2c8ab7c694e01734faf4fd28c442a5cbb3054b0ddf42a1f3c
NBA in the Zone '98 (Japan),NBA IN THE ZONE '98,NBAJ,0 (0x00),big,8ac071ecf2786a3e3b14b7b10f2ef060c7c1bfb17a7a5621c4f3bc6e5bca35fe
NBA in the Zone '98 (USA),NBA IN THE ZONE '98,NBAE,0 (0x00),big,0422b2364cf1f7822dbdf4a64e297ea36155a99a6497368d4e844e51692957a2
NBA in the Zone '99 (USA),NBA IN THE ZONE '99,NB2E,0 (0x00),big,4189751eb5fc07932c7a440c7b448f8929ef8eba104aa1425f430737f284d609
NBA Jam 2000 (Europe),NBA JAM 2000,NJAP,0 (0x00),big,76778e298da9b3929c1659c2374d19df1d542fb2db89ff5be7d53c7dfa267fca
NBA Jam 2000 (USA),NBA JAM 2000,NJAE,0 (0x00),big,c41d5622e96280fb00d8c2f17a80fc5cf9520b4b209788a6240e152a1c88c540
NBA Jam 99 (Europe),NBA JAM 99,NB9P,0 (0x00),big,f37cf583be0b9b5b94c7b7725ba219b09c90a1e33dc80f77b139fe2ca121c71e
NBA Jam 99 (USA),NBA JAM 99,NB9E,0 (0x00),big,062d9d741a324055d0799bc9f46e152fd427fdcc957328f3434cfa99d148eea7
NBA Jam 99 (USA) (Beta) (1998-09-25),NBA99,(unknown),0 (0x00),big,ea9305d5d0c1005809552abaf1c18d108bd43967c91b8852b7e8b8f7870c2663
"NBA Live 2000 (Europe) (En,Fr,De,Es)",NBA LIVE 2000,NNLP,0 (0x00),big,d0c85a3035687673be6b4c38cfba3728a6c50cf7beee36fc3a8572f4013a512b
"NBA Live 2000 (USA) (En,Fr,De,Es)",NBA LIVE 2000,NNLE,0 (0x00),big,3f36da957e6e578f029adbe183d76a2c94352d90dd9ef75ddb3e151ea367eca7
"NBA Live 99 (Europe) (En,Fr,De,Es,It)",NBA Live 99,N9BP,0 (0x00),big,f21ddf33f8e597a0b49e1dde2b0d9cf55d2b8fd007cf20a92996a0783f7de411
"NBA Live 99 (USA) (En,Fr,De,Es,It)",NBA Live 99,N9BE,0 (0x00),big,1c37eb542195ca5a85eb0e2e67a92c34ff6700b0f7442e04a73b0fe79098381b
NBA Pro 98 (Europe),NBA PRO 98,NBAP,0 (0x00),big,90ed10e89d507758551d40e549520228acba39eccd495a4c3088b0e73f6c63c9
NBA Pro 99 (Europe),NBA PRO 99,NB2P,0 (0x00),big,765bb9b7b8f7a5660ac27459b92ef111e58ff710a88ff70599622492f0b2b96e
NBA Showtime - NBA on NBC (USA),NBA SHOWTIME,NSOE,0 (0x00),big,6ebf51abe8dbdc8310f8d16dd67c08e0c656e8393756796d4fcca5873d23e5b8
Neon Genesis Evangelion (Japan),EVANGELION,NEVJ,0 (0x00),big,3305269785ebdb4966da4cc1054a8a26b02c9729515fe68db651dcc4349079fe
"New Tetris, The (Europe)",NEWTETRIS,NRIP,0 (0x00),big,1e83aaef23061c68023e3fa3d25ff8b554590fba56c25099079f7d6c55aff7bd
"New Tetris, The (USA)",NEWTETRIS,NRIE,0 (0x00),big,ef64737d6b7b668bc9d4c8a0349b70e934bb692f272bc8d3d4831299800bbc39
"New Tetris, The (USA) (LodgeNet)",NEWTETRIS,NRIG,0 (0x00),big,364d22e4157ed3b6378312213ce883653777f881136c75fea8424b9032e6836c
NFL Blitz - Special Edition (USA),NFL BLITZ SPECIAL ED,NSZE,0 (0x00),big,8e861e75e7f16a9baefe2d82525240b68dfb79e01933571537dc5967dd482cc0
NFL Blitz (USA),NFL BLITZ,NBZE,0 (0x00),big,1c37ed9d1d88122dd174b6258fa72b23b404b4c64a259592504392fa7e21e41e
NFL Blitz 2000 (USA),blitz2k,NBIE,0 (0x00),big,81fd09077c4be225eea90539b0fddc56339b5d1afd7e313b5d08e0c795aeefeb
NFL Blitz 2000 (USA) (Rev 1),blitz2k,NBIE,1 (0x01),big,4f6d18eb5531d3b08aec0e33c942af0babeba4acb02b0dd67d171ca121a2145e
NFL Blitz 2001 (USA),NFL BLITZ 2001,NFBE,0 (0x00),big,c2e8d6f62dc75dcb6f7fda50311b010385ec85d61c88280f1e6e973d0bb5228d
NFL QB Club 2001 (USA),NFL Quarterback Club,NQCE,0 (0x00),big,39f24f4fafbf486684bfd9e79ebab44069cf94dcc51391a3886e5da502c27356
NFL Quarterback Club 2000 (Europe),NFL QBC 2000,NQBP,0 (0x00),big,a89fab662762377041fec54f2610b01fc06aaea417d3e03c38695bec428ed6b3
